6.370757222175598145e-01,-1.490966320037841797e+00
6.558887958526611328e-01,-1.282420754432678223e+00
6.548080444335937500e-01,-1.470417857170104980e+00
6.823311448097229004e-01,-1.244917273521423340e+00
6.767451167106628418e-01,-1.379908680915832520e+00
6.770061850547790527e-01,-1.230113029479980469e+00
6.852506399154663086e-01,-8.658797740936279297e-01
6.830620169639587402e-01,-8.179606199264526367e-01
6.822108626365661621e-01,-8.389110565185546875e-01
6.818373799324035645e-01,-6.514648199081420898e-01
6.829608082771301270e-01,-5.027607083320617676e-01
6.860178112983703613e-01,-5.421684384346008301e-01
6.884139180183410645e-01,-3.865570724010467529e-01
6.930602192878723145e-01,-3.263851404190063477e-01
6.996353864669799805e-01,-1.965020895004272461e-01
6.928351521492004395e-01,-2.523479759693145752e-01
6.933674812316894531e-01,-2.153189629316329956e-01
6.961210370063781738e-01,-1.139296069741249084e-01
6.983959674835205078e-01,-1.629470884799957275e-01
6.954072713851928711e-01,-1.526969522237777710e-01
6.958584785461425781e-01,-8.470728248357772827e-02
6.956411600112915039e-01,-1.163973286747932434e-01
6.966637969017028809e-01,-7.825393229722976685e-02
6.935154795646667480e-01,-5.366930365562438965e-02
7.013922929763793945e-01,-5.432949215173721313e-02
7.015013098716735840e-01,-7.151060551404953003e-02
6.938477754592895508e-01,-2.615391314029693604e-01
7.010856866836547852e-01,-2.104900628328323364e-01
6.974309682846069336e-01,-2.505318522453308105e-01
7.028800249099731445e-01,6.785430014133453369e-02
6.930665969848632812e-01,-2.989323735237121582e-01
6.959741115570068359e-01,-1.865501552820205688e-01
6.925039887428283691e-01,-2.443657964468002319e-01
6.900505423545837402e-01,-2.777488231658935547e-01
6.974667310714721680e-01,-1.836054176092147827e-01
6.995187997817993164e-01,-1.534765064716339111e-01
7.019023299217224121e-01,-4.955724626779556274e-02
7.110075354576110840e-01,3.015231108292937279e-03
6.967929601669311523e-01,-4.707529246807098389e-01
6.892929077148437500e-01,-5.776413679122924805e-01
7.029314041137695312e-01,-5.992963314056396484e-01
6.950890421867370605e-01,-1.127352952957153320e+00
6.967317461967468262e-01,-1.143078088760375977e+00
7.001212239265441895e-01,-1.003509283065795898e+00
5.000000000000000000e-01,-1.544616388014981689e+00
6.890564560890197754e-01,-8.328138589859008789e-01
6.970479488372802734e-01,-7.358050942420959473e-01
6.974041461944580078e-01,7.114729285240173340e-02
6.975309252738952637e-01,4.097828269004821777e-02
7.003719806671142578e-01,7.586463540792465210e-02
7.032877206802368164e-01,5.692663788795471191e-02
7.011432647705078125e-01,8.195146918296813965e-02
7.023518085479736328e-01,7.898971438407897949e-02
7.007272243499755859e-01,2.115354835987091064e-01
7.018162012100219727e-01,2.886758446693420410e-01
6.994886398315429688e-01,1.912100166082382202e-01
6.984663605690002441e-01,2.996010780334472656e-01
6.788350939750671387e-01,3.625838756561279297e-01
6.992902159690856934e-01,3.887223005294799805e-01
6.947747468948364258e-01,5.039612650871276855e-01
7.047427296638488770e-01,5.234291553497314453e-01
6.830196976661682129e-01,5.841637849807739258e-01
6.940236091613769531e-01,6.279561519622802734e-01
6.993297934532165527e-01,7.820820808410644531e-01
6.895653605461120605e-01,8.737439513206481934e-01
